# epoch,DMVAE_loss_,DMVAE_recon_loss_, DMVAE_latent_loss_,DMVAE_auc_svm_,DMVAE_auc_dt_,DMVAE_auc_rf_, D_dss_loss, D_dss_RE, D_dss_KL, D_dss_svm, D_dss_dt, D_dss_rf, mvae_loss, mvae_RE, mvae_KL, mvae_svm, mvae_dt, mvae_rf, vae_loss, vae_RE, vae_KL, vae_svm, vae_dt, vae_rf, ae_loss, ae_svm, ae_dt, ae_rf
0.0,206.75563049316406,0.009060489013791084,206.74655151367188,0.8634688787271835,0.8262253883073202,0.8634688787271835,199.01223754882812,0.00961324479430914,199.0026092529297,0.8962624239446733,0.8944767771437209,0.9006934734137031,227.1699981689453,0.008230805397033691,227.16175842285156,0.8297777861758815,0.8058368920297797,0.8643569781943238,0.010855481028556824,0.010602043010294437,0.00025343894958496094,0.5,0.5017667510676089,0.5,0.011115524917840958,0.7225161558520086,0.7225067079853369,0.7881126941536601
10.0,96.21818542480469,0.007071054540574551,96.21112060546875,0.9414799138354559,0.9388156154340349,0.945910963304486,44.30266189575195,0.009824671782553196,44.292842864990234,0.9077888212841541,0.8989267223460943,0.8998148218132346,14.578068733215332,0.007390288636088371,14.5706787109375,0.9255224670269453,0.9397037149011752,0.9352726654321454,0.011250176467001438,0.011249729432165623,4.4703477897201083e-07,0.5,0.5026548505347493,0.5,0.00972974207252264,0.7012395601073278,0.6985752617059068,0.7836816446846302
20.0,11.438169479370117,0.008036214858293533,11.430132865905762,0.9042458712822644,0.9193152186236347,0.924634367559805,13.873226165771484,0.009401645511388779,13.863825798034668,0.9095650202184347,0.9033577718151241,0.8998148218132346,2.592902660369873,0.00790136493742466,2.585001230239868,0.9210914175579153,0.9264105664940856,0.9193152186236347,0.010241332463920116,0.010241451673209667,-1.1920928244535389e-07,0.5,0.4946619553304864,0.5,0.01147147174924612,0.7012395601073278,0.6985752617059068,0.7836816446846302
30.0,12.536446571350098,0.007319184020161629,12.529126167297363,0.9139960696874646,0.9228581686255244,0.924634367559805,36.91514205932617,0.01078688446432352,36.90435791015625,0.9157722686217452,0.9077888212841541,0.9051339707494047,4.538381576538086,0.007554762531071901,4.530827045440674,0.9255224670269453,0.9290654170288349,0.9255224670269453,0.01122268009930849,0.011222739703953266,-5.9604641222676946e-08,0.5,0.4991119005328597,0.49822380106571934,0.010684674605727196,0.7012395601073278,0.6985752617059068,0.7836816446846302
40.0,2.2995400428771973,0.006983168423175812,2.2925570011138916,0.9148841691546049,0.9060220702165451,0.9148841691546049,25.00356101989746,0.009870771318674088,24.993688583374023,0.9051339707494047,0.8953837723442046,0.9069101696836853,20.18012046813965,0.00702643021941185,20.1730899810791,0.9255224670269453,0.9210914175579153,0.924634367559805,0.009060575626790524,0.00906036701053381,2.086162567138672e-07,0.5,0.4857904085257549,0.5,0.010496247559785843,0.7012395601073278,0.6985752617059068,0.7836816446846302
50.0,14.524575233459473,0.009120063856244087,14.51545524597168,0.9051339707494047,0.8927194739427837,0.9051339707494047,1.5352863073349,0.009395575150847435,1.525890827178955,0.9148841691546049,0.8953837723442046,0.8998148218132346,18.14833641052246,0.0071749440394341946,18.141162872314453,0.920203318090775,0.920203318090775,0.9255224670269453,0.01036397647112608,0.010363826528191566,1.4901161193847656e-07,0.5,0.49733570159857904,0.5,0.011038707569241524,0.7012395601073278,0.6985752617059068,0.7836816446846302
60.0,1.036327600479126,0.007983893156051636,1.0283435583114624,0.9095650202184347,0.9193152186236347,0.9042458712822644,7.687378883361816,0.008727013133466244,7.678651809692383,0.9042458712822644,0.9157722686217452,0.9015910207475152,7.42275857925415,0.00763251818716526,7.415126800537109,0.9210914175579153,0.9060220702165451,0.9255224670269453,0.01071546133607626,0.010715370997786522,8.940696716308594e-08,0.5,0.49644760213143874,0.5,0.011039914563298225,0.7012395601073278,0.6985752617059068,0.7836816446846302
70.0,9.534418106079102,0.007541113533079624,9.526875495910645,0.9095650202184347,0.9095650202184347,0.9148841691546049,6.520449638366699,0.009272681549191475,6.511176586151123,0.9042458712822644,0.900702921280375,0.9069101696836853,2.0581748485565186,0.00829571858048439,2.0498790740966797,0.9255224670269453,0.920203318090775,0.9264105664940856,0.009482868015766144,0.009482868015766144,0.0,0.5,0.5026548505347493,0.5,0.009648168459534645,0.7012395601073278,0.6985752617059068,0.7836816446846302
80.0,2.6802818775177,0.008152104914188385,2.6721298694610596,0.9095650202184347,0.9015815728808435,0.9148841691546049,5.252318382263184,0.00923808105289936,5.243080139160156,0.9051339707494047,0.900702921280375,0.900702921280375,6.640333652496338,0.008210797794163227,6.632122039794922,0.9148841691546049,0.9095650202184347,0.9157722686217452,0.00961385015398264,0.009613581001758575,2.682209014892578e-07,0.5,0.4920071047957371,0.5,0.009327331557869911,0.7012395601073278,0.6985752617059068,0.7836816446846302
90.0,12.399907112121582,0.0074029527604579926,12.39250373840332,0.9086769207512944,0.8971599712784853,0.9033577718151241,8.113396644592285,0.010868150740861893,8.102529525756836,0.9210914175579153,0.910453119685575,0.9060220702165451,0.8298479318618774,0.006378051359206438,0.8234699964523315,0.9272986659612259,0.9148841691546049,0.9272986659612259,0.009547654539346695,0.009548012167215347,-3.576278402306343e-07,0.5,0.4991119005328597,0.5,0.009789273142814636,0.7012395601073278,0.6985752617059068,0.7836816446846302
